city_code;da_name;da_population;da_surface_ha;dvf_nbtrans_residential;dvf_pxm2_median_residential;dvf_surface_median_residential;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain
46116;Frontenac;67;281.49;7;1681;90;7;1681;0;;90;;0;;
46117;Gagnac-sur-Cère;650;1283.71;20;1515;68;20;1515;1;2642;68;98;4;27;716
46118;Gignac;691;4096.05;19;1526;126;18;1689;2;2051;129;42;3;24;955
46119;Gigouzac;303;992.89;8;1500;83;8;1500;0;;83;;2;27;543
46120;Gindou;356;1565.6;20;2082;107;20;2082;0;;107;;2;31;1750
46121;Ginouillac;139;947.49;6;1651;115;6;1651;0;;115;;0;;
46122;Gintrac;90;677.22;3;1096;70;3;1096;0;;70;;0;;
46123;Girac;355;440;16;1846;96;15;1842;1;2222;96;54;2;430;875
46124;Glanes;292;271.16;6;1410;86;5;1402;1;1417;82;90;0;;
46125;Gorses;345;3589.43;10;1642;99;9;1614;4;1613;102;49;1;452;500
46126;Goujounac;220;1028.1;9;2000;105;8;1938;2;4484;109;95;0;;
46127;Gourdon;4206;4569.27;202;1523;78;138;1593;64;1394;88;58;8;126;679
46128;Gramat;3512;5714.85;124;1510;80;101;1583;23;1259;87;54;10;36;746
46129;Gréalou;312;1751.28;11;2214;94;11;2214;0;;94;;5;20;853
46130;Grézels;235;1084.91;14;1860;114;13;1800;1;2019;114;53;0;;
46131;Grèzes;155;1110.71;14;1951;98;14;1951;0;;98;;2;324;500
46132;Issendolus;529;1903.6;12;1361;103;12;1361;0;;103;;2;148;4848
46133;Issepts;266;911.83;5;1815;79;5;1815;0;;79;;0;;
46134;Les Junies;251;1307.92;6;1405;98;6;1405;1;8047;98;80;0;;
46135;Labastide-du-Haut-Mont;44;977.09;5;680;108;5;680;0;;108;;0;;
46136;Labastide-du-Vert;279;1044.91;11;2056;90;11;2056;0;;90;;1;540;500
46137;Labastide-Marnhac;1311;2877.09;32;1742;103;31;1734;1;4334;104;90;9;41;566
46138;Cœur de Causse;886;7099.39;44;1480;94;41;1678;4;1230;92;110;1;29;708
46139;Labathude;203;999.15;5;1275;80;5;1275;0;;80;;0;;
46140;Laburgade;379;1243.24;9;1961;95;8;2033;1;1429;99;84;4;19;1251
46142;Lacapelle-Cabanac;172;806.28;14;2101;98;14;2101;0;;98;;0;;
46143;Lacapelle-Marival;1268;1169.74;35;1481;82;34;1543;5;1168;82;35;8;32;709
46144;Lacave;271;2200.43;8;2081;98;8;2081;2;1403;98;86;2;198;500
46145;Lachapelle-Auzac;795;3150.61;42;1548;89;40;1481;2;4788;92;33;5;58;733
46146;Ladirat;86;887.27;2;1669;55;2;1669;0;;55;;0;;
46147;Lagardelle;120;314.01;6;1799;158;6;1799;0;;158;;1;18;1470
46148;Lalbenque;1899;5225.77;35;2158;125;35;2158;1;3543;125;52;5;385;533
46149;Lamagdelaine;721;1049.26;18;1621;97;18;1621;1;1707;97;123;0;;
46151;Lamothe-Cassel;116;1145.55;5;1052;70;5;1052;0;;70;;0;;
46152;Lamothe-Fénelon;330;1393.97;12;1396;112;11;1293;1;2099;116;54;2;248;500
46153;Lanzac;563;1468.45;26;1801;104;26;1801;1;2561;104;66;6;69;500
46154;Laramière;356;2203.17;7;1565;73;7;1565;0;;73;;1;100;250
46155;Larnagol;135;2413.83;7;2708;93;7;2708;0;;93;;0;;
46156;Bellefont-La Rauze;1183;3774.83;30;1674;86;30;1674;6;2202;86;89;1;38;780
46157;Larroque-Toirac;126;584.44;6;1882;73;6;1882;0;;73;;0;;
46159;Latouille-Lentillac;247;1197.55;15;1510;65;15;1510;0;;65;;0;;
46160;Latronquière;447;1040.18;15;917;85;15;917;1;530;85;101;1;57;500
46161;Lauresses;239;2389.38;10;1317;118;10;1317;0;;118;;0;;
46162;Lauzès;200;639.59;5;1207;89;5;1207;0;;89;;0;;
46163;Laval-de-Cère;296;800.96;16;1072;73;13;1144;8;1226;80;56;2;92;1507
46164;Lavercantière;234;1502.46;11;1632;110;11;1632;0;;110;;0;;
46165;Lavergne;489;881.95;10;1758;115;10;1758;0;;115;;2;234;500
46167;Lentillac-du-Causse;107;1366.82;11;1818;80;11;1818;0;;80;;2;23;500
46168;Lentillac-Saint-Blaise;191;570.41;9;1460;100;9;1460;0;;100;;0;;
46169;Léobard;234;1036.57;13;1685;106;13;1685;0;;106;;0;;
46170;Leyme;932;1014.4;17;1320;95;16;1302;3;3686;96;35;5;13;759
46171;Lherm;228;1346.83;18;2187;92;18;2187;0;;92;;0;;
46172;Pern-Lhospitalet;925;4065.37;16;2095;104;16;2095;0;;104;;6;44;1000
46173;Limogne-en-Quercy;856;3223.63;29;1591;98;25;1591;5;1325;100;64;3;30;1000
46174;Linac;233;1222.17;9;1174;101;9;1174;0;;101;;0;;
46175;Lissac-et-Mouret;973;1551.11;28;1754;106;27;1717;2;3693;107;45;3;57;528
46176;Livernon;722;2620.44;20;1575;98;19;1560;1;15333;99;45;3;13;1399
46177;Loubressac;533;2338.13;15;1848;110;15;1848;1;1205;110;83;7;25;1231
46178;Loupiac;280;1277.47;9;1736;102;9;1736;0;;102;;2;48;500
46179;Lugagnac;140;1580.77;5;1469;119;5;1469;0;;119;;1;11;888
46180;Lunan;625;622.24;17;1908;105;16;1787;1;3025;108;48;7;27;1334
46181;Lunegarde;94;1034.33;4;2232;98;4;2232;0;;98;;0;;
46182;Luzech;1750;2215.36;65;1744;83;59;1731;6;3222;84;44;2;37;950
46183;Marcilhac-sur-Célé;173;2688.54;17;1758;101;17;1758;0;;101;;2;83;333
46184;Marminiac;349;2294.87;16;1663;95;16;1663;0;;95;;0;;
46185;Martel;1637;3553.85;68;2054;90;64;2054;9;1917;91;73;17;34;1114
46186;Masclat;357;985.11;9;1579;98;9;1579;0;;98;;1;50;500
46187;Mauroux;580;1633.96;24;1968;99;23;1900;1;6466;100;58;7;36;881
46188;Maxou;287;1255.27;8;2381;95;8;2381;0;;95;;0;;
46189;Mayrinhac-Lentour;484;1553.4;9;1328;91;9;1328;0;;91;;1;26;763
46190;Mechmont;134;672.55;5;1935;105;5;1935;0;;105;;0;;
46191;Mercuès;1122;719.97;34;1668;87;31;1686;3;1542;86;120;11;45;609
46192;Meyronne;269;815.87;8;1777;98;8;1777;0;;98;;3;284;500
46193;Miers;445;2519.39;16;1948;97;14;1948;2;2320;97;88;0;;
46194;Milhac;198;546.69;8;2039;123;7;2037;2;1547;125;107;0;;
46195;Molières;357;1278.81;7;1429;77;7;1429;0;;77;;0;;
46196;Montamel;90;971.22;1;2489;45;1;2489;0;;45;;0;;
46197;Le Montat;1107;2253.08;22;1943;97;22;1943;1;6604;97;106;5;110;500
46198;Montbrun;117;812.27;5;1395;88;5;1395;0;;88;;0;;
46199;Montcabrier;342;2179.07;13;2417;82;13;2417;0;;82;;0;;
46200;Montcléra;292;2092.89;11;2024;82;11;2024;0;;82;;0;;
46201;Montcuq-en-Quercy-Blanc;1816;7848.92;89;1818;87;80;1797;9;1936;90;66;2;101;500
46202;Montdoumerc;577;1361.42;11;1723;89;11;1723;1;3021;89;96;5;17;1445
46203;Montet-et-Bouxal;213;1153.64;6;1953;92;6;1953;1;3125;92;160;0;;
46204;Montfaucon;584;2645.54;16;1388;90;14;1388;2;1939;96;45;3;12;1315
46205;Montgesty;319;1191.67;18;1924;95;18;1924;0;;95;;4;29;443
46206;Montlauzun;121;647.74;7;1677;114;7;1677;0;;114;;2;118;460
46207;Montredon;300;1182.32;9;1355;100;8;1134;1;1831;105;62;0;;
46208;Montvalent;314;2754.87;7;1613;81;7;1613;0;;81;;1;146;500
46209;Nadaillac-de-Rouge;180;770.77;11;2000;130;11;2000;0;;130;;5;17;1361
46210;Nadillac;75;744.35;6;1701;82;6;1701;0;;82;;0;;
46211;Nuzéjouls;352;476.39;9;2059;89;9;2059;0;;89;;0;;
46212;Orniac;73;1700.33;5;2064;109;5;2064;0;;109;;0;;
46213;Padirac;182;886.85;8;1420;134;8;1420;0;;134;;4;14;1040
46214;Parnac;382;595.57;12;1595;78;12;1595;0;;78;;0;;
46215;Payrac;669;1965.85;26;1597;114;25;1507;3;2083;115;74;5;12;500
46216;Payrignac;651;2157.28;17;2052;110;17;2052;0;;110;;4;21;1000
46218;Pescadoires;184;246.17;9;1650;124;8;1471;1;1884;125;61;3;25;1629
46219;Peyrilles;347;2855.38;9;1500;68;9;1500;0;;68;;0;;
46220;Pinsac;769;1998.48;22;1861;100;20;1928;2;821;98;125;3;644;500
46221;Planioles;554;579.53;11;2335;95;11;2335;0;;95;;0;;
46222;Pomarède;189;707.69;6;2209;110;6;2209;0;;110;;0;;
46223;Pontcirq;178;887.25;7;1853;112;7;1853;0;;112;;0;;
46224;Pradines;3617;1644.05;99;1850;89;85;1850;14;1877;92;48;21;246;476
46225;Prayssac;2519;2421.29;99;1905;100;97;1905;9;2100;100;75;5;40;715
46226;Prendeignes;236;1575.59;9;1581;100;9;1581;0;;100;;0;;
46227;Promilhanes;227;1458.89;10;2342;96;10;2342;0;;96;;0;;
46228;Prudhomat;733;1235.11;20;1727;94;20;1727;1;16429;94;35;10;29;907
46229;Puybrun;984;440.03;37;1641;89;35;1641;4;2258;89;59;5;46;920
46230;Puyjourdes;88;787.35;6;955;113;6;955;0;;113;;0;;
46231;Puy-l'Évêque;1860;2645.2;116;1667;91;105;1636;11;2267;95;54;9;31;572
46232;Le Vignon-en-Quercy;955;2167.4;39;1724;88;36;1724;5;1290;97;69;1;4;188
46233;Quissac-en-Quercy;107;2505.59;7;1476;80;6;1494;1;1268;93;80;0;;
46234;Rampoux;104;577.37;3;2484;82;3;2484;0;;82;;0;;
46235;Reilhac;175;1301.4;4;1221;90;4;1221;0;;90;;1;38;500
46236;Reilhaguet;156;1597.26;6;1741;105;6;1741;1;1447;105;76;3;74;500
46237;Reyrevignes;371;1248.48;7;1680;103;7;1680;0;;103;;2;36;612
46238;Rignac;294;961.57;10;1983;99;10;1983;0;;99;;2;31;1000
46239;Le Roc;207;700.68;8;1335;95;8;1335;1;1667;95;90;0;;
46240;Rocamadour;597;4937.54;17;1860;86;15;1833;3;10000;96;45;4;54;1000
46241;Rouffilhac;203;650.26;8;2088;135;8;2088;0;;135;;0;;
46242;Rudelle;187;681.31;14;1390;87;14;1390;0;;87;;1;40;500
46243;Rueyres;198;934.88;8;1459;98;8;1459;0;;98;;0;;
46244;Sabadel-Latronquière;92;1232.82;5;1650;93;5;1650;0;;93;;0;;
46245;Sabadel-Lauzès;91;875.87;6;1770;99;6;1770;0;;99;;0;;
46246;Saignes;74;358.91;2;1724;88;2;1724;0;;88;;0;;
46247;Saillac;148;1628.12;6;1862;86;6;1862;0;;86;;0;;
46249;Saint-Bressou;124;1007.42;9;1475;93;9;1475;0;;93;;0;;
46250;Saint-Caprais;75;908.18;10;1774;96;10;1774;0;;96;;0;;
46251;Saint-Céré;3429;1135.96;133;1600;80;103;1568;30;2004;86;56;6;346;557
46252;Les Pechs du Vers;303;2618.28;16;1902;92;16;1902;0;;92;;0;;
46253;Saint-Chamarand;192;1310.06;12;1550;103;12;1550;0;;103;;0;;
46254;Saint-Chels;148;1807.79;5;1612;94;5;1612;0;;94;;0;;
46255;Saint-Cirgues;324;3253.05;9;1559;88;8;1629;1;781;89;86;1;5;725
46256;Saint-Cirq-Lapopie;201;1808.34;7;1800;115;7;1800;0;;115;;0;;
46257;Saint-Cirq-Madelon;153;752.15;9;2003;88;8;1815;1;6042;97;24;0;;
46258;Saint-Cirq-Souillaguet;172;850.53;8;1401;99;8;1401;0;;99;;1;240;500
46259;Saint-Clair;143;1093.59;6;1485;100;6;1485;1;1333;100;45;0;;
46260;Sainte-Colombe;236;1132.45;5;1165;103;5;1165;0;;103;;3;10;1083
46262;Lendou-en-Quercy;612;4275.46;25;2096;102;25;2096;0;;102;;0;;
46263;Barguelonne-en-Quercy;704;4623.46;19;1414;105;19;1414;0;;105;;4;13;1000
46264;Saint-Denis-Catus;198;1076.37;10;2030;88;10;2030;0;;88;;0;;
46265;Saint-Denis-lès-Martel;333;794.62;16;1313;100;16;1313;0;;100;;0;;
46266;Saint-Félix;511;781.09;8;1774;122;8;1774;0;;122;;0;;
46267;Saint-Germain-du-Bel-Air;624;2141.02;21;1849;90;21;1849;0;;90;;4;126;711
46268;Saint Géry-Vers;910;3177.39;38;1759;88;38;1759;0;;88;;6;65;501
46269;Saint-Hilaire;65;803.55;5;1200;63;5;1200;0;;63;;0;;
46270;Saint-Jean-de-Laur;251;2175.21;16;2167;93;16;2167;0;;93;;4;43;864
46271;Saint-Jean-Lespinasse;404;591.17;18;1320;115;18;1320;0;;115;;0;;
46272;Saint-Jean-Mirabel;296;923.08;9;1977;91;9;1977;0;;91;;1;23;1490
46273;Saint-Laurent-les-Tours;868;1090.39;20;1729;94;17;1563;8;1727;99;39;14;37;965
46276;Saint-Martin-Labouval;202;1340.72;13;1397;84;13;1397;0;;84;;0;;
46277;Saint-Martin-le-Redon;195;1069.28;8;1357;123;8;1357;0;;123;;0;;
46279;Saint-Maurice-en-Quercy;202;1302.8;5;1442;102;5;1442;0;;102;;2;8;1518
46280;Saint-Médard;198;1174.47;15;2346;120;15;2346;0;;120;;0;;
46281;Saint-Médard-de-Presque;207;520.19;6;1806;107;6;1806;0;;107;;5;27;975
46282;Saint-Médard-Nicourby;99;782.03;1;1630;135;1;1630;0;;135;;0;;
46283;Saint-Michel-de-Bannières;354;774.07;13;2001;113;13;2001;0;;113;;1;4;500
46284;Saint-Michel-Loubéjou;418;530.56;8;1415;89;8;1415;0;;89;;1;164;1042
46286;Saint-Paul-de-Vern;171;1079.45;3;2040;112;3;2040;0;;112;;0;;
46288;Saint-Perdoux;196;1258.19;6;2120;90;6;2120;0;;90;;0;;
46289;Saint-Pierre-Toirac;165;581.03;10;1853;79;10;1853;0;;79;;0;;
46290;Saint-Projet;363;1583.72;14;1783;102;14;1783;1;1600;102;75;1;29;500
46292;Saint-Simon;195;920.21;8;2001;123;8;2001;0;;123;;0;;
46293;Saint-Sozy;490;875.19;18;1741;91;17;1768;4;3057;95;51;8;41;500
46294;Saint-Sulpice;127;1303.57;7;1696;97;6;1661;1;4512;112;82;0;;
46295;Saint-Vincent-du-Pendit;230;924.03;8;1440;95;8;1440;0;;95;;0;;
46296;Saint-Vincent-Rive-d'Olt;442;1988.42;11;2170;80;10;1915;1;3364;95;55;0;;
46297;Salviac;1231;2974.13;41;1509;96;38;1560;5;1333;99;70;5;52;690
46299;Sauliac-sur-Célé;114;2514.59;7;2309;55;7;2309;0;;55;;0;;
46301;Sauzet;531;1097.7;18;1580;131;18;1580;0;;131;;1;263;852
46302;Sénaillac-Latronquière;127;1130.13;7;750;100;7;750;0;;100;;0;;
46303;Sénaillac-Lauzès;145;2605.09;10;1685;86;10;1685;0;;86;;0;;
46304;Séniergues;146;1820.88;7;1299;82;6;1292;1;4634;90;82;0;;
46305;Sérignac;326;1867.68;11;2032;120;11;2032;0;;120;;1;1099;500
46306;Sonac;94;733.04;6;2369;112;6;2369;0;;112;;0;;
46307;Soturac;644;1978.48;16;1428;103;16;1428;0;;103;;0;;
46308;Soucirac;102;1133.19;5;1962;80;5;1962;0;;80;;0;;
46309;Souillac;3192;2608.27;152;1469;75;99;1500;53;1429;91;47;8;21;530
46310;Soulomès;131;773.71;5;1837;98;5;1837;0;;98;;1;14;717
46311;Sousceyrac-en-Quercy;1328;14080.65;39;1163;106;38;1166;5;765;108;91;4;172;597
46312;Strenquels;258;908.9;12;1888;87;10;2156;3;1500;82;128;0;;
46313;Tauriac;473;820.87;14;1407;111;14;1407;1;1011;111;94;7;20;1139
46314;Terrou;171;1014.54;9;1533;65;8;1344;1;1575;87;40;0;;
46315;Teyssieu;162;1371.01;9;1220;75;9;1220;0;;75;;0;;
46316;Thédirac;303;1648.82;12;1942;73;11;1900;1;4487;80;39;2;311;500
46317;Thégra;497;1276.46;18;1824;112;17;1830;1;1093;114;109;0;;
46318;Thémines;240;1346.16;8;1481;65;8;1481;1;4000;65;40;1;21;712
46319;Théminettes;181;876.7;8;1508;84;8;1508;0;;84;;0;;
46320;Tour-de-Faure;342;881.6;14;1897;94;14;1897;1;2167;94;60;3;20;1470
46321;Touzac;354;410.02;11;1364;79;11;1364;0;;79;;0;;
46322;Trespoux-Rassiels;845;2058.44;20;1756;89;18;1633;3;2510;93;71;5;29;1180
46323;Ussel;94;679.94;6;1453;65;6;1453;0;;65;;1;19;500
46324;Uzech;196;1222.68;5;2375;70;5;2375;0;;70;;1;36;500
46328;Varaire;359;2542.66;12;1757;82;12;1757;0;;82;;0;;
46329;Vaylats;327;2638.83;10;1562;120;10;1562;0;;120;;0;;
46330;Vayrac;1266;1618.61;45;1412;92;42;1400;5;1386;92;70;2;194;501
46332;Viazac;344;1763.73;7;1536;115;7;1536;0;;115;;0;;
46333;Vidaillac;181;958.31;5;1240;55;5;1240;0;;55;;0;;
46334;Le Vigan-en-Quercy;1535;3427.27;57;1866;100;55;1866;4;1789;100;51;5;80;500
46335;Villesèque;409;2343.29;17;2143;105;16;2109;1;2667;106;60;0;;
46336;Vire-sur-Lot;348;776.63;14;1940;97;14;1940;0;;97;;0;;
46337;Mayrac;254;780.6;9;2182;101;9;2182;0;;101;;0;;
46338;Bessonies;72;742.54;5;914;104;5;914;0;;104;;0;;
46339;Saint-Jean-Lagineste;378;1277.2;10;1661;84;10;1661;0;;84;;1;3700;5
46340;Saint-Pierre-Lafeuille;419;848.99;12;1972;118;12;1972;0;;118;;10;39;1016
47001;Agen;32801;1152.27;1543;1788;65;494;1831;1049;1774;89;54;14;291;883
47002;Agmé;108;501.2;5;2045;140;5;2045;0;;140;;0;;
47003;Agnac;482;1392.72;27;1673;127;27;1673;0;;127;;5;16;1296
47004;Aiguillon;3968;2839.29;146;1336;85;114;1362;32;1187;90;63;9;92;600
47005;Allemans-du-Dropt;490;644.43;18;1738;111;17;1731;2;2349;112;68;2;717;718
47006;Allez-et-Cazeneuve;609;1078.46;10;1501;110;10;1501;0;;110;;4;18;1691
47007;Allons;163;7627.68;9;1983;105;9;1983;0;;105;;1;2;1721
47008;Ambrus;110;1229.85;9;1250;105;9;1250;0;;105;;0;;
47009;Andiran;260;998.13;6;1385;158;6;1385;0;;158;;1;36;1111
47010;Antagnac;223;937.23;7;1229;118;6;1448;1;721;124;111;0;;
47011;Anthé;194;1414.33;10;2226;106;10;2226;0;;106;;0;;
47012;Anzex;332;2337.65;7;1538;110;7;1538;0;;110;;1;2111;180
47013;Argenton;331;1217.89;13;1714;110;13;1714;0;;110;;4;25;1074
47014;Armillac;209;785.12;9;1632;102;9;1632;0;;102;;1;560;844
47015;Astaffort;1972;3542.46;48;1289;92;47;1275;5;2571;92;43;6;39;1255
47016;Aubiac;1174;1408.52;26;2021;109;26;2021;0;;109;;10;53;1089
47017;Auradou;405;1125.12;10;1181;115;10;1181;0;;115;;0;;
47018;Auriac-sur-Dropt;175;528.57;14;1631;122;14;1631;0;;122;;1;7;1416
47019;Bajamont;1034;1225.76;19;2143;134;19;2143;2;3757;134;79;6;74;768
47020;Baleyssagues;188;821.47;8;2256;145;8;2256;0;;145;;1;172;1206
47021;Barbaste;1488;3886.36;56;1670;88;53;1667;5;1818;88;70;14;47;959
47022;Bazens;494;1227.09;7;1488;85;7;1488;1;2175;85;57;1;6;2500
47023;Beaugas;322;2269.57;9;1727;110;9;1727;0;;110;;1;284;902
47024;Beaupuy;1712;821.68;35;2101;105;34;2090;3;2357;103;84;12;57;633
47025;Beauville;551;2329.49;28;1678;92;28;1678;0;;92;;1;257;39
47026;Beauziac;241;1544.24;11;1960;96;10;2045;1;1960;98;50;1;33;1063
47027;Bias;2977;1232.7;78;1655;92;78;1655;0;;92;;12;82;826
47028;Birac-sur-Trec;812;1435.55;20;1556;127;19;1613;1;1061;127;114;6;46;895
47029;Blanquefort-sur-Briolance;518;4204;27;1698;96;27;1698;0;;96;;0;;
47030;Blaymont;216;1364.15;8;1549;107;8;1549;0;;107;;0;;
47031;Boé;5846;1668.03;153;1886;90;135;1875;18;2000;92;62;15;140;549
47032;Bon-Encontre;6530;2046.75;163;1917;90;144;1926;19;1837;90;57;12;78;977
47033;Boudy-de-Beauregard;392;1018.06;11;1845;91;11;1845;0;;91;;3;26;1300
47034;Bouglon;630;1406.72;13;1333;92;13;1333;0;;92;;3;111;992
47035;Bourgougnague;285;1176.51;8;1477;96;8;1477;1;7867;96;30;0;;
47036;Bourlens;372;1561.9;18;1247;104;18;1247;0;;104;;3;8;1795
47037;Bournel;247;1464.26;6;1131;107;6;1131;0;;107;;0;;
47038;Bourran;610;1830.55;17;1698;105;17;1698;0;;105;;1;570;500
47039;Boussès;41;4728.12;4;1049;125;4;1049;0;;125;;0;;
47040;Brax;2098;887.05;49;2288;102;48;2280;3;3975;103;80;10;393;424
47041;Bruch;688;1603.13;22;1204;100;21;1172;1;1368;100;125;2;133;1491
47042;Brugnac;180;1484.5;5;885;110;5;885;0;;110;;1;114;1709
47043;Buzet-sur-Baïse;1245;2132.32;38;1337;103;36;1337;5;1296;103;54;6;8;1000
47044;Cahuzac;308;805.58;14;1315;99;13;1334;1;525;92;120;3;172;1139
47045;Calignac;495;1845.99;10;1067;115;10;1067;1;19289;115;138;9;30;1157
47046;Calonges;581;1606.27;18;1638;92;17;1613;1;3960;93;25;1;33;812
47047;Cambes;170;924.67;8;1550;149;8;1550;0;;149;;0;;
47048;Cancon;1379;2453.48;40;1350;97;38;1380;4;1401;99;103;9;160;784
47049;Casseneuil;2348;1813.47;57;1438;89;53;1429;11;2069;95;40;6;24;1496
47050;Cassignas;127;793.09;6;1702;134;5;1647;1;2850;148;66;1;30;666
47051;Castelculier;2382;1498.04;63;2073;99;58;2112;5;1912;99;80;12;206;620
47052;Casteljaloux;4755;3075.6;188;1763;81;138;1767;50;1693;90;53;12;30;1211
47053;Castella;370;1262.17;14;2039;114;14;2039;0;;114;;2;28;1223
47054;Castelmoron-sur-Lot;1842;2326.76;36;1292;91;34;1272;5;2391;92;58;8;41;782
47055;Castelnaud-de-Gratecambe;514;1732.55;21;1395;87;13;1325;8;1533;90;35;1;1373;255
47056;Castelnau-sur-Gupie;917;1538.18;19;1384;112;18;1400;2;1579;113;81;10;26;1261
47057;Castillonnès;1346;1940.57;57;1176;86;54;1167;6;1691;92;51;7;87;1132
47058;Caubeyres;277;1451.25;9;1750;76;9;1750;0;;76;;2;9;1365
47059;Caubon-Saint-Sauveur;261;1142.37;8;2207;121;8;2207;0;;121;;4;12;2786
47060;Caudecoste;1127;1721.16;26;1921;92;25;1889;2;4214;92;32;7;229;541
47061;Caumont-sur-Garonne;823;1167.58;17;1604;99;16;1556;1;3073;99;55;5;27;1028
47062;Cauzac;420;1461.35;13;1813;120;13;1813;0;;120;;3;25;1958
47063;Cavarc;155;1205.75;5;1714;70;5;1714;0;;70;;2;12;1838
47064;Cazideroque;249;1204.74;8;1917;102;8;1917;0;;102;;0;;
47065;Clairac;2606;3390.58;89;1192;97;80;1208;9;1013;99;20;6;29;1177
47066;Clermont-Dessous;798;1530.69;21;1528;110;21;1528;0;;110;;2;91;493
47067;Clermont-Soubiran;395;1038.81;11;1571;96;11;1571;0;;96;;2;643;581
47068;Cocumont;1133;2554.41;30;1519;123;27;1500;5;3409;125;80;9;29;1368
47069;Colayrac-Saint-Cirq;3095;2149.94;82;1855;87;67;1877;15;1088;100;68;7;255;475
47070;Condezaygues;839;1088.18;24;1637;100;24;1637;0;;100;;7;19;1549
47071;Coulx;256;1640.17;7;1720;90;7;1720;0;;90;;1;262;917
47072;Courbiac;106;909.4;7;2386;165;7;2386;0;;165;;2;3;1550
47073;Cours;195;1142.88;7;2045;166;7;2045;0;;166;;1;16;1545
47074;Couthures-sur-Garonne;365;696.65;8;1119;98;8;1119;1;1421;98;95;0;;
47075;La Croix-Blanche;1075;1306.53;28;1986;109;28;1986;0;;109;;8;400;450
47076;Cuq;278;1694.08;10;1929;120;10;1929;0;;120;;1;64;497
47077;Cuzorn;845;2354.65;19;1870;112;19;1870;0;;112;;1;13;1783
47078;Damazan;1358;1645.26;42;1338;83;29;1175;13;1365;93;58;9;21;819
47079;Dausse;526;698.73;15;1549;94;15;1549;3;1578;94;110;5;19;1109
47080;Dévillac;157;925.31;9;1126;100;9;1126;0;;100;;5;61;1500
47081;Dolmayrac;719;1948.44;23;1713;111;23;1713;0;;111;;1;103;1355
47082;Dondas;219;1446.75;5;2000;110;5;2000;0;;110;;0;;
47083;Doudrac;105;866.35;8;1553;140;8;1553;0;;140;;2;288;965
47084;Douzains;255;1267.73;12;2009;97;12;2009;0;;97;;3;303;661
47085;Durance;255;3882.17;23;1355;110;23;1355;0;;110;;4;143;795
47086;Duras;1208;2015.34;47;1565;97;42;1398;10;3232;102;48;6;15;1971
47087;Engayrac;160;1007.95;7;3152;109;7;3152;0;;109;;0;;
47088;Escassefort;682;1403.77;33;1252;65;16;1661;17;1163;104;47;4;55;590
47089;Esclottes;170;923.99;9;1581;139;8;1648;1;550;140;60;0;;
47090;Espiens;358;1767.29;8;1852;128;8;1852;0;;128;;3;200;1000
47091;Estillac;2463;806.41;73;2192;87;55;2393;18;1929;96;48;96;112;514
47092;Fals;403;944.51;10;2141;120;10;2141;0;;120;;1;87;2034
47093;Fargues-sur-Ourbise;338;4452.57;11;1444;90;11;1444;1;4134;90;47;0;;
47094;Fauguerolles;822;692.98;21;1618;99;21;1618;0;;99;;4;18;1276
47095;Fauillet;864;1419.93;27;1317;95;27;1317;0;;95;;5;90;1477
47096;Ferrensac;205;1238.08;9;2310;174;8;2115;1;4662;181;56;2;29;1535
47097;Feugarolles;1015;2401.17;33;1491;105;33;1491;1;1711;105;45;1;39;1000
47098;Fieux;323;1491.67;8;1643;149;7;1831;1;1426;125;173;1;86;3362
47099;Fongrave;629;949.32;22;1612;108;22;1612;1;1000;108;80;4;112;1250
47100;Foulayronnes;5476;2900.98;135;2083;101;127;2115;8;1550;103;87;11;166;746
47101;Fourques-sur-Garonne;1293;1394.96;21;1624;89;21;1624;3;2063;89;96;6;60;1206
47102;Francescas;750;2141.21;18;1293;117;16;1293;5;1907;122;89;7;22;954
47103;Fréchou;220;1200.39;8;1421;114;8;1421;0;;114;;0;;
47104;Frégimont;271;761.18;7;1516;145;7;1516;0;;145;;0;;
47105;Frespech;279;1179.9;6;1877;89;6;1877;0;;89;;10;35;1094
47106;Fumel;4690;2275.57;192;1146;82;172;1197;20;861;84;57;17;27;812
47107;Galapian;333;939.06;8;1296;97;8;1296;1;3007;97;143;0;;
47108;Gaujac;241;717.9;6;1875;83;6;1875;0;;83;;0;;
47109;Gavaudun;302;2143.93;10;1822;134;10;1822;0;;134;;5;11;1136
47110;Gontaud-de-Nogaret;1638;2954.35;36;1799;80;34;1727;3;2370;82;50;7;32;852
47111;Granges-sur-Lot;590;421.06;20;1231;102;20;1231;0;;102;;2;33;239
47112;Grateloup-Saint-Gayrand;469;2072.47;16;1392;109;16;1392;0;;109;;0;;
47113;Grayssas;150;938.05;5;821;131;5;821;0;;131;;0;;
47114;Grézet-Cavagnan;409;1265.45;11;1954;100;11;1954;0;;100;;5;26;993
47115;Guérin;246;1049.84;9;1681;114;9;1681;0;;114;;4;116;826
47117;Hautefage-la-Tour;1029;2079.89;22;1867;111;22;1867;0;;111;;9;29;1103
47118;Hautesvignes;163;889.87;5;1884;93;5;1884;0;;93;;0;;
47119;Houeillès;559;6775.05;22;1624;80;22;1624;2;911;80;82;5;64;894
47120;Jusix;96;754.81;6;1231;138;6;1231;0;;138;;0;;
