city_code;da_name;da_population;da_surface_ha;dvf_nbtrans;dvf_pxm2_median;dvf_surface_median;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain;anct_part_actifs_transports_en_commun_2022;anct_taux_annuel_evol_population_2016_2022
19072;Donzenac;2733;2449.22;89;1540;90;81;1540;8;1401;92;62;31;14;1172;0.5;0.42
19073;Égletons;4341;1680.31;131;1307;80;99;1307;32;1269;89;60;32;12;777;3.3;0.19
19074;L'Église-aux-Bois;50;1636.55;4;1159;114;3;1045;1;1273;118;44;1;2;3068;4.5;-1.55
19075;Espagnac;381;2388.85;11;1825;80;11;1825;0;;80;;9;3;1217;1.3;0.35
19076;Espartignac;407;1407.47;11;1028;80;10;990;1;1364;85;55;7;7;1140;1.2;-1.21
19077;Estivals;135;894.13;6;1531;93;5;1478;1;5538;101;65;3;8;2235;0;1.28
19078;Estivaux;403;1672.97;23;1750;72;22;1639;2;1561;75;51;13;3;600;1.2;-0.68
19079;Eyburie;486;2964.09;10;1504;68;10;1504;1;2216;68;37;5;10;1203;1.5;-0.2
19080;Eygurande;678;3468.79;16;949;80;16;949;3;635;80;66;7;5;1238;3.1;0.02
19081;Eyrein;514;2629.04;22;1179;91;22;1179;0;;91;;9;5;1027;0;0.43
19082;Favars;1121;1202.94;33;1627;95;33;1627;0;;95;;9;13;1642;0.2;0.97
19083;Feyt;110;1958.86;7;1239;117;7;1239;0;;117;;2;16;5252;1.9;-2.33
19084;Forgès;263;1046.47;11;986;98;9;986;3;829;98;80;10;5;714;0;-2.64
19085;Gimel-les-Cascades;755;2094.67;20;1276;88;19;1265;1;6442;92;52;4;6;3159;0.6;-0.47
19086;Goulles;323;3321.53;10;1036;68;10;1036;1;1969;68;48;8;6;1225;0.8;0
19087;Gourdon-Murat;83;1583.94;12;769;89;12;769;0;;89;;1;9;664;3.1;-4.06
19088;Grandsaigne;46;2001.2;7;982;86;7;982;0;;86;;1;2;3050;0;-0.68
19089;Gros-Chastang;181;1333.61;9;1375;84;9;1375;0;;84;;7;8;1869;0;0.46
19090;Gumond;99;1003.63;5;1034;84;5;1034;0;;84;;2;5;2290;0;0.51
19091;Hautefage;313;2426.42;11;1398;88;10;1399;1;588;92;40;8;7;1440;0.8;0.32
19093;Jugeals-Nazareth;943;1123.6;32;1707;109;31;1707;1;3000;110;70;23;18;1760;0.5;-0.09
19094;Juillac;1153;3258.84;57;1194;84;54;1244;4;1130;83;95;15;16;832;1.1;0.29
19095;Lacelle;137;2101.34;5;726;110;5;726;0;;110;;5;4;1489;9.6;0.25
19096;Ladignac-sur-Rondelles;404;1024.66;10;1308;92;10;1308;0;;92;;8;9;218;0.6;-0.29
19097;Lafage-sur-Sombre;137;1884.01;10;1288;75;10;1288;0;;75;;2;1;1347;0;1.98
19098;Lagarde-Marc-la-Tour;928;2822.79;26;1329;96;26;1329;2;858;96;49;20;7;955;1.3;-0.76
19099;Lagleygeolle;225;1947.59;9;1931;101;8;1901;1;2584;101;77;8;9;2109;0;0.38
19100;Lagraulière;1197;3089.22;40;1213;91;40;1213;1;3158;91;95;23;9;1509;1.2;1.24
19101;Laguenne-sur-Avalouze;1577;1217.58;48;1232;81;42;1286;6;818;84;64;5;5;928;2;0.16
19102;Lamazière-Basse;281;4403.76;16;1061;68;16;1061;2;1538;68;85;4;5;291;0;-1.08
19103;Lamazière-Haute;65;1541.02;3;1832;73;3;1832;0;;73;;4;3;3039;0;0
19104;Lamongerie;124;1220.56;9;1442;98;9;1442;0;;98;;5;4;982;1.9;1.26
19105;Lanteuil;517;2247.69;11;1613;87;11;1613;0;;87;;6;17;349;0;-0.58
19106;Lapleau;393;1775.86;15;1000;84;14;995;1;5212;87;25;9;4;939;0.7;-0.09
19107;Larche;1645;573.17;64;1836;82;48;1929;16;1670;94;59;10;22;1587;0.3;0.61
19108;Laroche-près-Feyt;80;1728.38;3;949;160;3;949;0;;160;;2;4;56;0;3.57
19109;Lascaux;228;742.53;11;1600;90;11;1600;0;;90;;6;13;3277;1.7;1.07
19110;Latronche;112;1978.08;10;1629;58;10;1629;0;;58;;4;34;255;0;-2.78
19111;Laval-sur-Luzège;103;1662.5;2;938;55;2;938;0;;55;;4;4;2056;0;0.5
19112;Lestards;117;1875.62;5;1500;80;5;1500;0;;80;;0;;;0;1.53
19113;Liginiac;651;2870.62;34;1602;67;34;1602;0;;67;;12;9;1989;0.8;2.01
19114;Lignareix;162;947.99;6;1137;95;6;1137;0;;95;;2;15;3377;0;-0.2
19115;Ligneyrac;290;850.04;11;1373;75;10;1422;1;1370;78;46;5;7;1653;4.4;-0.77
19116;Liourdres;271;583.71;9;1285;100;9;1285;1;7000;100;50;8;12;1121;3.2;1.04
19117;Lissac-sur-Couze;705;1253.28;51;1593;35;51;1593;1;1279;35;86;12;15;2138;0.5;-1.41
19118;Le Lonzac;823;3663.56;40;1109;84;37;1106;4;1245;83;85;15;5;197;1.9;0.35
19119;Lostanges;152;959.96;9;1497;100;9;1497;0;;100;;7;11;501;1.7;2.12
19120;Louignac;248;2134.36;5;2213;70;5;2213;0;;70;;2;5;6628;0;0.49
19121;Lubersac;2246;5843.42;80;1409;93;77;1429;5;1102;95;50;33;6;1467;0.7;0.21
19122;Madranges;166;1309.8;20;1284;91;20;1284;0;;91;;3;3;1977;3.9;-2.29
19123;Malemort;8239;1958.31;372;1758;78;243;1863;129;1600;94;48;81;45;984;2.9;-0.04
19124;Mansac;1554;1879.75;44;1710;86;44;1710;1;1354;86;48;15;6;1423;0.5;1.38
19125;Marcillac-la-Croisille;857;4018.86;56;1489;81;53;1444;5;2794;82;56;19;6;1171;1.1;1.16
19126;Marcillac-la-Croze;190;609.31;11;1616;77;11;1616;1;2829;77;70;5;6;732;0;-0.28
19128;Margerides;271;1194.87;10;1149;102;10;1149;0;;102;;3;10;980;0.8;-0.85
19129;Masseret;678;1372.71;37;1380;90;35;1380;2;2536;90;75;7;3;728;2.6;-0.3
19130;Maussac;452;1397.38;20;1158;80;18;1158;4;1144;85;70;6;8;2392;0.5;0.42
19131;Meilhards;545;4520.55;31;982;99;31;982;0;;99;;11;5;1244;1;0.99
19132;Ménoire;132;644.96;7;2075;61;7;2075;1;1438;61;80;4;6;2175;0;3.29
19133;Mercœur;228;3014.33;6;1167;92;6;1167;0;;92;;4;2;750;0;-1.11
19134;Merlines;741;1414.21;27;986;81;19;821;8;1679;94;45;6;7;694;0;-0.11
19135;Mestes;341;1150.54;5;917;60;5;917;0;;60;;6;14;1343;0;-0.76
19136;Meymac;2389;8728.96;87;1366;90;77;1366;10;1375;93;57;33;7;1074;1.1;-0.6
19137;Meyrignac-l'Église;64;1009.68;2;2251;255;2;2251;0;;255;;1;8;3830;0;0.27
19138;Meyssac;1310;1152.89;35;2000;82;34;1884;5;3193;82;68;21;15;1692;1.2;0.09
19139;Millevaches;79;1153.13;6;1248;95;6;1248;0;;95;;4;5;1878;0;-1.24
19140;Monceaux-sur-Dordogne;628;3687.63;17;1080;80;17;1080;1;3250;80;24;11;8;2260;0.4;-0.24
19141;Monestier-Merlines;302;949.02;5;1541;75;5;1541;0;;75;;8;4;457;10.5;-1.15
19142;Monestier-Port-Dieu;132;1880.78;8;941;72;7;810;1;1071;74;70;2;17;672;0;3.85
19143;Montaignac-sur-Doustre;633;3266.4;16;1187;81;15;1207;6;1244;82;63;15;10;1003;0;-0.64
19144;Montgibaud;251;1412.82;19;1206;87;19;1206;0;;87;;3;3;333;0;0.68
19145;Moustier-Ventadour;405;3023.17;16;1665;75;15;1663;1;2229;80;70;5;8;1619;1;-1.54
19146;Naves;2281;3646.65;87;1295;90;59;1375;28;1140;110;48;20;11;1210;1.5;-0.05
19147;Nespouls;638;2035.12;13;2208;112;13;2208;2;1287;112;99;10;7;2137;0;0.24
19148;Neuvic;1567;7520.77;58;1113;88;52;1092;6;1430;90;58;27;4;1127;0.7;-0.72
19149;Neuville;201;1419.2;6;1826;100;6;1826;0;;100;;6;4;1038;0;1.11
19150;Noailhac;348;1357.43;17;2097;93;17;2097;0;;93;;7;11;2413;0;-1.27
19151;Noailles;945;1250.62;28;2024;97;28;2024;3;1659;97;41;14;8;1501;0.7;0.91
19152;Nonards;482;1101.04;21;1559;80;21;1559;0;;80;;7;3;1800;0;0.86
19153;Objat;3721;959.74;171;1604;80;145;1607;26;1500;86;48;44;19;1483;0.6;0.38
19154;Orgnac-sur-Vézère;325;1883.2;12;1618;90;12;1618;0;;90;;8;4;2438;0.8;0.48
19155;Orliac-de-Bar;256;1497.19;7;1204;105;7;1204;0;;105;;3;1;500;2.3;-2.17
19156;Palazinges;162;537.72;5;1776;127;5;1776;0;;127;;9;10;3106;0;2.03
19157;Palisse;224;3336.75;11;1204;70;11;1204;1;509;70;45;5;11;2175;0;-0.52
19158;Pandrignes;172;845.04;8;1520;53;8;1520;0;;53;;4;3;2034;0;0.3
19159;Péret-Bel-Air;84;1561.92;5;1000;68;5;1000;0;;68;;5;3;896;0;-1.5
19160;Pérols-sur-Vézère;201;4725.36;13;1368;69;13;1368;0;;69;;9;6;1865;0;1.59
19161;Perpezac-le-Blanc;427;1890.41;21;1556;107;21;1556;1;23544;107;28;9;13;1585;0;-1.4
19162;Perpezac-le-Noir;1270;2496.22;41;1399;82;39;1399;2;1750;87;57;20;16;1372;0.7;1.71
19163;Le Pescher;365;1122.67;8;1693;73;8;1693;0;;73;;11;6;1809;0;3.87
19164;Peyrelevade;824;6671.4;45;987;90;43;987;3;1138;93;49;19;10;610;0.8;-0.57
19165;Peyrissac;133;610.27;12;1357;63;12;1357;0;;63;;7;9;1076;0;-0.52
19166;Pierrefitte;93;997.52;1;1133;75;1;1133;0;;75;;1;3;4330;10.3;0.74
19167;Confolent-Port-Dieu;42;1076.47;1;615;130;1;615;0;;130;;1;3;6938;0;1.27
19168;Pradines;92;1983.47;5;806;62;5;806;0;;62;;2;2;415;0;-1.99
19169;Puy-d'Arnac;296;1229.31;12;1442;83;12;1442;0;;83;;8;10;3882;0;0.23
19170;Queyssac-les-Vignes;235;1118.46;7;1889;62;6;1765;2;3350;76;60;11;5;4010;1;2.9
19171;Reygade;175;1411.63;4;1421;105;4;1421;0;;105;;4;5;3391;1.3;-0.98
19172;Rilhac-Treignac;117;960.57;6;803;64;6;803;0;;64;;1;4;1250;3.2;0.89
19173;Rilhac-Xaintrie;303;2567.99;8;1055;81;8;1055;0;;81;;6;3;4522;0;0.11
19174;La Roche-Canillac;126;311.54;19;912;85;18;931;2;774;82;71;6;5;683;0;-2.3
19175;Roche-le-Peyroux;107;708.64;5;1667;80;5;1667;0;;80;;6;6;3351;2.5;0
19176;Rosiers-d'Égletons;1083;3824.9;27;1388;96;27;1388;1;1565;96;85;23;8;1772;0;0.31
19177;Rosiers-de-Juillac;177;962.41;9;1184;85;9;1184;0;;85;;2;2;2655;0;-0.92
19178;Sadroc;1010;1932.3;24;1832;90;24;1832;0;;90;;29;15;1516;0.4;1.31
19179;Saillac;214;433.39;11;1570;80;11;1570;0;;80;;1;4;28;0;0.16
19180;Saint-Angel;702;4798.92;15;1524;89;14;1551;2;1361;91;61;6;17;875;0;-0.05
19181;Saint-Augustin;427;3030.85;27;1211;80;27;1211;0;;80;;10;4;1085;0;-0.28
19182;Saint-Aulaire;773;1100.07;30;1449;88;29;1444;2;2349;90;46;18;6;1334;0.9;-0.64
19184;Saint-Bazile-de-Meyssac;142;452.11;11;1904;82;11;1904;0;;82;;0;;;1.8;0.62
19186;Saint-Bonnet-Elvert;234;1833.36;12;1542;75;12;1542;0;;75;;3;29;243;3;1.39
19187;Saint-Bonnet-la-Rivière;389;1009.87;17;1231;75;17;1231;0;;75;;9;20;806;0;0.98
19188;Saint-Bonnet-l'Enfantier;410;1188.52;9;1188;80;9;1188;0;;80;;8;13;1015;0;0.87
19189;Saint-Bonnet-les-Tours-de-Merle;41;591.5;6;1168;56;6;1168;0;;56;;1;4;4160;0;-3.65
19190;Saint-Bonnet-près-Bort;188;1694.37;5;809;86;5;809;0;;86;;3;22;550;0;-0.52
19191;Saint-Cernin-de-Larche;695;930.4;20;1702;115;20;1702;1;2850;115;40;13;8;1520;0.9;0.58
19192;Saint-Chamant;468;1406.08;22;1250;88;18;1224;6;1355;90;73;9;8;513;0;-0.38
19193;Saint-Cirgues-la-Loutre;188;1850.23;13;1205;63;13;1205;2;2238;63;103;5;2;303;1.9;0.19
19194;Saint-Clément;1386;2686.67;30;1384;103;29;1404;2;3455;103;44;15;10;1351;1.1;0.75
19195;Saint-Cyprien;377;773.88;13;1779;101;13;1779;0;;101;;7;9;1700;0.6;0.26
19196;Saint-Cyr-la-Roche;450;841.38;16;1942;99;16;1942;1;2916;99;70;7;7;383;2.3;-1.55
19198;Saint-Éloy-les-Tuileries;114;913.87;7;2663;102;7;2663;1;1739;102;46;1;7;4265;2.4;1.09
19199;Saint-Étienne-aux-Clos;246;3527.2;6;892;88;6;892;0;;88;;3;4;2815;1;1.28
19200;Saint-Étienne-la-Geneste;87;501.93;4;804;140;4;804;0;;140;;0;;;0;-1.28
19201;Saint-Exupéry-les-Roches;591;3618.61;8;1494;90;8;1494;0;;90;;5;3;1534;1.5;0.06
19202;Sainte-Féréole;2081;3557.55;63;1851;99;62;1863;3;1623;100;69;28;14;1551;1.2;1.42
19203;Sainte-Fortunade;1798;3841.61;48;1481;93;46;1547;4;1398;93;70;12;7;1650;0.6;0.04
19204;Saint-Fréjoux;260;2501.02;9;1457;105;10;1296;1;954;117;73;4;7;948;0;-1.78
19205;Saint-Geniez-ô-Merle;95;1587.82;6;1064;52;6;1064;0;;52;;3;1;1315;0;-0.18
19206;Saint-Germain-Lavolps;102;2177.61;2;1750;88;2;1750;0;;88;;3;4;2878;0;2.52
19207;Saint-Germain-les-Vergnes;1153;1948.47;22;1372;106;20;1372;4;1491;111;78;16;13;2243;1.2;0.71
19208;Saint-Hilaire-Foissac;196;3722.08;11;1573;72;11;1573;0;;72;;3;5;956;1.1;-0.26
19209;Saint-Hilaire-les-Courbes;178;3693.8;7;1040;125;6;1100;1;1040;114;125;5;1;1197;0;2.07
19210;Saint-Hilaire-Luc;65;1075.57;2;1267;70;2;1267;0;;70;;1;5;5330;0;-1.46
19211;Saint-Hilaire-Peyroux;974;1922.06;34;1497;100;34;1497;5;2240;100;60;14;19;1067;2.6;0.53
19212;Saint-Hilaire-Taurieux;91;855.51;7;1528;72;7;1528;0;;72;;3;3;355;0;-0.69
19213;Saint-Jal;594;2686.01;20;1275;89;20;1275;0;;89;;7;3;1919;1.2;-0.92
19214;Saint-Julien-aux-Bois;430;4429.72;21;1393;65;21;1393;1;714;65;42;13;6;1304;2.5;-1.14
19215;Saint-Julien-le-Pèlerin;115;1562.42;8;1293;82;8;1293;0;;82;;4;7;2207;0;-2.13
19216;Saint-Julien-le-Vendômois;234;2318.93;10;1370;98;10;1370;0;;98;;0;;;0;-0.75
19217;Saint-Julien-Maumont;184;642.11;7;1069;96;7;1069;0;;96;;3;2;134;4.2;0.69
19219;Sainte-Marie-Lapanouze;64;665.6;4;1655;111;4;1655;0;;111;;1;58;690;0;-0.81
19220;Saint-Martial-de-Gimel;489;2400.5;21;1188;90;21;1188;1;1667;90;45;7;3;765;0.5;-0.1
19221;Saint-Martial-Entraygues;106;757.38;8;1959;128;8;1959;0;;128;;6;11;842;0;4.21
19222;Saint-Martin-la-Méanne;351;2749.53;10;1341;75;10;1341;0;;75;;15;6;697;0.9;0.24
19225;Saint-Merd-de-Lapleau;205;2497.21;11;1321;77;11;1321;0;;77;;6;5;1821;1.5;0.89
19226;Saint-Merd-les-Oussines;105;4298.85;6;693;91;6;693;0;;91;;3;19;266;6.4;-2.89
19227;Saint-Mexant;1330;1889.59;39;1659;92;38;1661;1;1312;94;70;19;12;1245;0.5;0.28
19228;Saint-Pantaléon-de-Lapleau;63;854.11;5;964;65;5;964;0;;65;;3;6;1622;0;-0.76
19229;Saint-Pantaléon-de-Larche;5091;2371.88;162;1978;86;151;1963;11;2103;89;51;80;25;1402;2.1;0.75
19231;Saint-Pardoux-la-Croisille;176;1737.99;14;1200;82;14;1200;0;;82;;6;20;710;3.1;-0.09
19232;Saint-Pardoux-le-Neuf;83;1064.88;2;1482;98;2;1482;0;;98;;3;5;1308;0;0.63
19233;Saint-Pardoux-le-Vieux;293;1588.94;7;1357;75;7;1357;0;;75;;2;2;3651;0;-0.34
19234;Saint-Pardoux-l'Ortigier;485;1301.22;20;1458;96;19;1543;2;1111;96;45;9;12;1646;0.4;0.21
19235;Saint-Paul;232;1426.35;11;1463;76;11;1463;0;;76;;5;8;1245;0;1.88
19236;Saint-Priest-de-Gimel;480;1788.02;14;1161;79;10;1161;5;1311;82;74;10;7;1161;0.5;-0.58
19237;Saint-Privat;1034;3226.12;40;1185;88;36;1185;7;1224;88;67;12;16;1342;0;-0.67
19238;Saint-Rémy;244;3098.85;6;627;140;6;627;0;;140;;4;28;572;0;0.87
19239;Saint-Robert;294;612.83;30;1364;91;30;1364;1;1347;91;91;9;7;1488;0;-0.99
19240;Saint-Salvadour;332;1982.8;16;1008;89;15;1000;1;1041;85;98;8;4;497;2.1;0.37
19241;Saint-Setiers;252;4702.29;12;1008;104;12;1008;1;5729;104;48;4;12;567;2.7;-1.03
19242;Saint-Solve;450;593.42;12;1651;78;11;1733;1;1181;81;72;10;25;892;2.5;-0.36
19243;Saint-Sornin-Lavolps;847;1532.84;32;1757;83;32;1757;2;915;83;59;18;5;437;1;-0.35
19244;Saint-Sulpice-les-Bois;76;2324.87;7;903;120;7;903;0;;120;;5;3;418;0;-1.23
19245;Saint-Sylvain;131;751.82;15;1627;100;15;1627;0;;100;;3;19;730;0;-0.5
19246;Saint-Viance;1892;1649.5;32;1666;104;32;1666;0;;104;;29;12;1337;0.8;0.59
19247;Saint-Victour;199;1458.04;8;1259;110;8;1259;0;;110;;7;2;1439;1.1;1.16
19248;Les Trois-Saints;1388;6395.84;31;1385;90;31;1385;0;;90;;8;6;2674;1;-0.17
19249;Saint-Yrieix-le-Déjalat;327;4024.05;18;1051;71;18;1051;0;;71;;15;7;990;0.7;-0.79
19250;Salon-la-Tour;681;4335.56;27;1353;85;26;1350;5;1597;87;52;14;7;1107;0.7;0.68
19251;Sarran;262;2592.44;6;1829;84;6;1829;0;;84;;9;9;1703;1.8;-0.06
19252;Sarroux - Saint Julien;866;5636.4;29;1330;85;29;1330;0;;85;;13;4;1099;0.3;0.49
19253;Segonzac;192;2001.93;12;1081;83;12;1081;2;6844;83;38;2;7;682;0;-1.79
19254;Ségur-le-Château;202;958.54;21;1304;98;21;1304;0;;98;;5;10;676;2.9;2.04
19255;Seilhac;1805;2549.88;56;1500;87;54;1500;2;1530;88;65;29;13;1240;1;0.9
19256;Sérandon;343;3452.26;20;976;90;20;976;0;;90;;4;7;1259;0;-0.62
19257;Sérilhac;275;1268.54;7;1360;40;6;1436;1;956;40;40;5;53;192;0;0.31
19258;Servières-le-Château;563;2553.29;21;1278;71;20;1284;2;1058;72;51;9;4;2019;0;-1.34
19259;Sexcles;228;2559.39;15;1368;86;15;1368;0;;86;;5;9;1500;1.1;-0.36
19260;Sioniac;246;1066.1;7;2247;83;7;2247;0;;83;;5;5;277;1.1;0.57
19261;Sornac;776;5945.5;16;1165;71;15;1071;2;1630;70;58;6;5;556;0;0.13
19262;Soudaine-Lavinadière;143;2221.95;11;993;72;11;993;0;;72;;2;4;6185;0;-3.4
19263;Soudeilles;299;2042.39;10;1366;91;10;1366;0;;91;;0;;;0;-0.5
19264;Soursac;526;4282.12;24;1341;68;23;1461;1;714;70;56;18;5;642;0;0.59
19265;Tarnac;333;6872.02;18;1057;79;17;1042;2;1518;80;49;5;3;928;1.9;0.55
19266;Thalamy;107;1156.73;3;556;80;3;556;0;;80;;3;3;349;0;1.34
19268;Toy-Viam;35;1016.05;3;1569;54;3;1569;0;;54;;0;;;0;-0.92
19269;Treignac;1256;3815.49;66;1184;82;57;1180;9;1929;87;53;16;6;1164;2;-1.24
19270;Troche;534;1999.32;19;1388;108;19;1388;1;1571;108;70;6;3;5281;1.3;-0.57
19271;Tudeils;268;949.07;8;1411;85;8;1411;0;;85;;11;8;1489;0;1.38
19272;Tulle;13401;2472.87;610;1062;74;224;1164;386;1011;90;65;41;7;1027;3.2;-1.01
19273;Turenne;801;2714.41;45;1846;94;44;1849;1;1533;95;60;16;10;618;1.9;-0.94
19274;Ussac;4322;2498.64;123;1989;97;100;2029;23;1791;107;44;63;21;1956;0.7;0.4
19275;Ussel;9187;5111.67;289;1252;78;196;1259;93;1220;88;54;56;11;980;1.1;-1.06
19276;Uzerche;2814;2412.88;113;1067;82;86;1077;27;1042;89;55;22;8;1637;2.3;-0.25
19277;Valiergues;157;1318.95;5;907;65;5;907;0;;65;;7;13;1270;0;0.68
19278;Varetz;2409;2051.53;56;1796;97;55;1868;2;6009;97;105;39;45;695;1.1;0.2
19279;Vars-sur-Roseix;415;441.68;14;1532;105;14;1532;0;;105;;7;13;607;0;1.46
19280;Végennes;171;1004.45;5;1818;121;5;1818;0;;121;;6;9;1057;0;-0.19
19281;Veix;80;2196.21;6;1962;80;6;1962;0;;80;;3;6;6168;0;2.18
19283;Veyrières;83;400.42;4;1186;48;4;1186;0;;48;;0;;;0;2.19
19284;Viam;85;3177.71;5;1438;80;5;1438;0;;80;;3;48;135;0;-2.67
19285;Vigeois;1300;4377.09;62;1458;86;57;1401;5;2713;86;60;11;21;817;1.8;1.25
19286;Vignols;536;1520.44;26;1289;79;25;1245;1;1417;80;36;7;6;1217;0;-0.86
19287;Vitrac-sur-Montane;222;2762.03;8;1192;138;8;1192;0;;138;;11;10;885;0.9;-1.46
19288;Voutezac;1249;2199.62;44;1416;88;43;1423;2;1711;89;65;21;10;1482;1;-0.36
19289;Yssandon;696;1964.23;19;1496;105;19;1496;0;;105;;13;12;1793;0;0.29
21001;Agencourt;416;427.61;13;2571;100;13;2571;0;;100;;4;30;2418;4.9;-1.01
21002;Agey;265;840.7;9;1803;98;9;1803;0;;98;;5;75;239;2.5;-1.7
21003;Ahuy;1718;648.23;53;3205;86;38;3211;15;3205;103;52;36;230;348;7;5.69
21004;Aignay-le-Duc;257;2471.9;11;894;101;9;894;2;823;83;111;12;7;783;7.8;-1.5
21005;Aiserey;1500;1046;49;2255;100;46;2278;13;2228;99;88;15;78;449;4;1.2
21006;Aisey-sur-Seine;160;1283.28;7;1250;107;6;1228;1;9545;110;66;5;9;364;0;-1.25
21007;Aisy-sous-Thil;200;846.71;13;974;110;13;974;1;14286;110;56;0;;;2.1;-1.55
21008;Alise-Sainte-Reine;564;381.69;13;1356;81;11;1356;3;1538;93;78;7;3;1142;14;-0.52
21009;Allerey;174;1910.16;10;929;92;10;929;0;;92;;3;1;1970;2.8;0.39
21010;Aloxe-Corton;125;261.24;13;3452;84;11;2500;3;12500;84;22;8;58;2517;1.4;0.25
21011;Ampilly-les-Bordes;79;1468.7;3;704;81;3;704;0;;81;;2;4;1508;0;-0.8
21012;Ampilly-le-Sec;322;2438.35;10;1222;91;10;1222;0;;91;;5;8;801;1.6;-1.31
21013;Ancey;451;845.32;13;1852;105;13;1852;1;1246;105;87;10;8;1025;9.5;0.49
21014;Antheuil;63;1026.64;4;1315;56;4;1315;0;;56;;2;51;1508;0;0.83
21015;Antigny-la-Ville;86;841.97;6;1087;91;6;1087;0;;91;;2;8;925;0;-3.69
