city_code;da_name;da_population;da_surface_ha;dvf_nbtrans;dvf_pxm2_median;dvf_surface_median;dvf_nbtrans_cod111;dvf_pxm2_median_cod111;dvf_nbtrans_cod121;dvf_pxm2_median_cod121;dvf_surface_median_cod111;dvf_surface_median_cod121;dvf_nbtrans_terrain;dvf_pxm2_median_terrain;dvf_surface_median_terrain;anct_part_actifs_transports_en_commun_2022;anct_taux_annuel_evol_population_2016_2022
17478;Vinax;68;931.89;3;1333;120;3;1333;0;;120;;1;5;950;0;1.03
17479;Virollet;294;1017.85;5;835;103;5;835;0;;103;;5;23;666;0;2.17
17480;Virson;731;999.53;19;2270;110;19;2270;2;1958;110;96;5;45;1056;1.1;-0.44
17481;Voissay;173;504.46;10;1448;126;10;1448;0;;126;;5;6;275;1.2;1.53
17482;Vouhé;674;1578.92;30;1891;105;30;1891;1;952;105;42;35;81;384;4.4;-0.2
17483;Yves;1585;2589.82;74;2850;90;74;2850;2;11256;90;56;12;168;399;2.1;0.37
17484;Port-des-Barques;1780;642.48;124;2500;83;119;2500;5;2523;85;44;39;85;768;1.6;-0.32
17485;Le Grand-Village-Plage;1108;590.9;80;4088;74;77;4047;6;4523;76;33;27;159;352;2.4;0.75
17486;La Brée-les-Bains;716;736.36;103;4457;68;99;4468;6;3509;70;30;36;200;440;2.5;-0.07
18001;Achères;326;1300.6;12;1426;91;12;1426;0;;91;;6;11;1247;2.1;-2.18
18002;Ainay-le-Vieil;189;1382.79;7;676;111;7;676;0;;111;;4;21;942;2.7;0.72
18003;Les Aix-d'Angillon;1877;1470.67;75;1348;82;73;1345;5;1436;82;44;12;15;944;0.9;-0.48
18004;Allogny;1142;5057.59;45;1220;94;44;1218;1;2556;95;45;25;15;2331;1.6;1.72
18005;Allouis;1036;3634.34;31;1585;101;31;1585;1;583;101;84;13;10;1855;2.9;-0.34
18006;Annoix;250;1218.53;15;1350;89;15;1350;0;;89;;2;28;3011;3;1.39
18007;Apremont-sur-Allier;66;3082.17;3;864;162;3;864;0;;162;;0;;;0;-0.96
18008;Arçay;500;1843.22;25;1739;111;25;1739;0;;111;;9;26;1250;2;-0.89
18009;Arcomps;280;2059.63;14;1027;78;14;1027;0;;78;;4;2;1360;0.9;-2.7
18010;Ardenais;205;1758.26;6;963;83;6;963;0;;83;;1;1;705;0;-0.08
18011;Argent-sur-Sauldre;2023;6754.68;91;1173;81;87;1173;5;1333;81;67;14;23;861;1.1;-0.65
18012;Argenvières;448;1486.5;18;1097;81;18;1097;0;;81;;5;6;2587;0.6;-1.17
18013;Arpheuilles;299;4800.05;10;1379;97;10;1379;0;;97;;5;10;1240;1.6;0.39
18014;Assigny;159;1730.19;8;1480;64;8;1480;0;;64;;4;21;712;6.5;-0.54
18015;Aubigny-sur-Nère;5451;6175.8;197;1321;79;172;1310;25;1375;82;56;36;26;601;0.7;-0.15
18016;Aubinges;401;1090.91;11;1206;82;11;1206;0;;82;;7;9;1500;0.5;1.17
18017;Augy-sur-Aubois;278;3088.56;15;1124;83;15;1124;0;;83;;2;12;1304;0;-0.4
18018;Avord;2909;2824.45;62;1468;91;60;1468;4;1542;92;68;10;28;720;5;1.84
18019;Azy;450;2799.72;17;927;70;17;927;0;;70;;6;4;1695;1.6;0.3
18020;Bannay;845;2551.17;38;1343;91;38;1343;0;;91;;24;6;805;1.7;-1.68
18021;Bannegon;233;2150.03;18;980;79;18;980;0;;79;;1;8;12;1.1;-1.29
18022;Barlieu;334;2855.21;25;1097;67;25;1097;0;;67;;4;4;638;1.4;-1.59
18023;Baugy;1598;4837.31;58;1189;100;57;1200;4;1108;100;73;6;3;1991;0.6;-1.14
18024;Beddes;105;1309.53;10;1076;93;10;1076;0;;93;;2;5;834;0;2.6
18025;Beffes;602;1181.85;21;984;80;21;984;0;;80;;5;2;1122;0.9;-1.46
18026;Belleville-sur-Loire;989;1106.16;41;1309;82;41;1309;0;;82;;5;10;1292;2;-1.04
18027;Bengy-sur-Craon;628;3589.7;26;1093;90;26;1093;1;1233;90;73;10;17;604;2.5;-0.77
18028;Berry-Bouy;1168;3199.64;32;1721;91;32;1721;0;;91;;12;39;1321;3.6;-0.23
18029;Bessais-le-Fromental;289;2635.95;22;1109;83;22;1109;0;;83;;4;17;359;0.9;-1.61
18030;Blancafort;998;6553.36;43;1286;83;42;1286;1;1154;83;26;7;23;414;1.4;-0.76
18031;Blet;566;3089.56;28;780;82;27;775;1;906;84;53;4;5;5902;0;-0.41
18032;Boulleret;1397;3279.91;54;1353;82;53;1358;2;2611;84;52;23;6;1499;1;-0.45
18033;Bourges;64186;6865.41;3032;1700;70;1448;1778;1584;1633;88;54;374;9;639;8;-0.34
18034;Bouzais;273;334.16;8;1460;87;8;1460;0;;87;;4;3;1505;2.7;-1.81
18035;Brécy;927;4013.43;47;1639;98;46;1644;1;1208;97;101;16;9;1002;0.5;-0.22
18036;Brinay;490;2969.03;21;1368;87;21;1368;0;;87;;8;2;2590;0.5;-0.61
18037;Brinon-sur-Sauldre;971;11808.3;45;1462;80;44;1420;7;2274;81;62;6;13;359;1.9;-0.36
18038;Bruère-Allichamps;567;1410.34;21;923;80;21;923;0;;80;;10;3;1055;0.5;0.12
18039;Bué;296;631.21;13;1169;77;13;1169;0;;77;;26;17;770;0.7;-0.27
18040;Bussy;354;2695.54;9;923;90;9;923;0;;90;;4;6;2803;2;-1.04
18041;La Celette;205;2530.3;9;1214;70;9;1214;0;;70;;4;3;1622;1.2;2.49
18042;La Celle;326;1278.26;12;976;75;11;923;1;1250;75;32;9;2;1030;1.5;-1.03
18043;La Celle-Condé;189;2881.54;8;813;68;8;813;0;;68;;5;1;2594;0;-1.17
18044;Cerbois;393;1855.08;12;811;75;12;811;0;;75;;14;6;1288;1.1;-1.39
18045;Chalivoy-Milon;388;1987.13;13;646;100;13;646;0;;100;;1;2;4140;3.5;-2.34
18046;Chambon;152;1408.41;8;1455;46;8;1455;0;;46;;2;2;3561;0;-1.92
18047;La Chapelle-d'Angillon;606;1031.14;27;1150;80;26;1152;2;1992;83;25;5;6;214;0.4;-0.69
18048;La Chapelle-Hugon;387;1644.77;14;1031;84;14;1031;0;;84;;5;7;1537;0;-0.26
18049;La Chapelle-Montlinard;491;1701.6;18;1196;86;18;1196;0;;86;;7;10;1074;4;0.41
18050;La Chapelle-Saint-Ursin;3681;786.44;101;1725;89;99;1725;4;2110;89;67;35;83;693;2.4;0.99
18051;La Chapelotte;132;2888.24;10;1569;74;10;1569;0;;74;;4;3;882;0;-3.2
18052;Charenton-du-Cher;984;4888.19;42;876;93;40;866;3;909;96;64;6;5;1847;0.5;-1.03
18053;Charentonnay;282;2191.74;18;837;86;18;837;1;1105;86;38;2;6;2566;2.6;0
18054;Charly;226;2607.14;11;798;100;11;798;0;;100;;2;4;1400;2.7;-1.09
18055;Chârost;888;1094.99;40;978;78;39;942;3;1667;80;34;23;4;801;1.5;-1.53
18056;Chassy;233;1785.87;14;967;80;14;967;0;;80;;3;1;1310;2.1;-0.76
18057;Châteaumeillant;1629;4253.23;83;889;72;81;882;5;1047;72;64;23;5;2375;1.5;-1.78
18058;Châteauneuf-sur-Cher;1360;2189.34;55;814;76;53;814;4;894;76;57;23;19;313;1.5;-1.11
18059;Le Châtelet;920;3267.48;49;978;78;45;974;5;1546;79;71;8;3;1229;0.4;-1.88
18060;Chaumont;45;215.22;6;1059;119;6;1059;0;;119;;1;4;4883;0;-2.64
18061;Chaumoux-Marcilly;82;1695.63;7;1215;62;7;1215;0;;62;;1;30;148;0;-2.37
18062;Le Chautay;256;1459.2;11;1037;82;11;1037;0;;82;;1;8;2805;0;-2.38
18063;Chavannes;151;2409.9;6;962;95;6;962;0;;95;;2;77;210;1.5;-2.21
18064;Chéry;233;1360.17;11;833;91;11;833;0;;91;;5;8;1740;1.2;1.08
18065;Chezal-Benoît;765;4651.77;34;1039;77;33;1038;1;1944;77;36;9;5;2014;0.3;-1.51
18066;Civray;926;4158.53;28;1170;84;27;1152;1;3947;85;38;6;3;707;0.7;-0.57
18067;Clémont;687;5002.75;35;972;87;35;972;0;;87;;13;6;1544;1.5;-0.35
18068;Cogny;31;1696.7;1;11080;25;1;11080;0;;25;;0;;;0;-2.39
18069;Colombiers;409;966.78;18;1286;93;18;1286;0;;93;;5;24;1140;0.5;0.12
18070;Concressault;192;756.94;12;963;106;12;963;0;;106;;4;5;5319;1.3;-0.75
18071;Contres;35;1599.33;0;;;0;;0;;;;1;6;248;0;0.5
18072;Cornusse;226;1986.87;9;1040;88;9;1040;0;;88;;1;3;3110;1.2;-2.85
18073;Corquoy;198;3681.44;7;915;87;7;915;0;;87;;3;2;1265;0;-1.43
18074;Couargues;194;1173.73;10;1184;80;10;1184;0;;80;;5;6;337;1.2;-0.66
18075;Cours-les-Barres;1021;2157.75;33;1299;92;31;1324;2;766;92;136;9;7;707;0.7;-0.22
18076;Coust;415;2218.54;20;1052;89;20;1052;0;;89;;5;10;808;0;-0.68
18077;Couy;369;1850.38;17;1029;100;17;1029;1;1221;100;68;5;3;538;0;1.15
18078;Crézançay-sur-Cher;61;786.35;3;942;75;3;942;0;;75;;0;;;6.2;2.02
18079;Crézancy-en-Sancerre;417;1885.72;19;1067;80;19;1067;2;800;80;53;15;14;1410;0.6;-2.11
18080;Croisy;143;1337.98;9;846;82;9;846;0;;82;;3;10;2227;5.4;-1.84
18081;Crosses;375;2685.39;9;1402;87;9;1402;0;;87;;6;16;1164;1.2;0
18082;Cuffy;1020;3568.08;31;1232;95;30;1241;3;1000;96;34;14;10;1605;0.6;-1.24
18083;Culan;779;2016.95;40;943;77;38;945;3;524;79;66;8;5;642;0.9;1.21
18084;Dampierre-en-Crot;205;2220.4;11;1200;91;11;1200;0;;91;;0;;;3.6;-0.08
18085;Dampierre-en-Graçay;252;953.93;5;754;78;5;754;0;;78;;5;6;806;2.1;-0.4
18086;Drevant;555;482.9;19;919;73;19;919;0;;73;;17;2;1710;0.5;-0.21
18087;Dun-sur-Auron;3524;4997.8;114;1098;88;112;1098;8;1200;89;65;20;7;1007;1.1;-1.67
18088;Ennordres;204;6438.36;5;902;38;5;902;0;;38;;3;2;3163;1.1;-0.24
18089;Épineuil-le-Fleuriel;436;4258.86;14;1197;79;14;1197;2;1978;79;41;5;7;644;0.8;-0.07
18090;Étréchy;408;3247.38;17;993;80;17;993;0;;80;;5;13;1317;0;-1.76
18091;Farges-Allichamps;256;831.1;11;1135;84;11;1135;0;;84;;2;24;507;1;0.95
18092;Farges-en-Septaine;1023;2498.8;34;1580;88;34;1580;1;11222;88;18;8;16;1263;5;-0.2
18093;Faverdines;135;1884.96;7;1254;90;7;1254;0;;90;;2;13;1027;0;-1.19
18094;Feux;317;2761.73;19;1000;72;19;1000;0;;72;;7;6;1175;3.9;-0.9
18095;Flavigny;150;1338.37;9;835;80;9;835;0;;80;;1;3;1544;1.6;-4.29
18096;Foëcy;2046;1628.31;78;1216;78;75;1212;5;1979;80;48;17;2;1120;2.1;-0.26
18097;Fussy;1891;1122.68;64;1737;94;63;1730;2;2888;96;75;30;33;993;1.9;-0.57
18098;Gardefort;127;844.36;8;1296;101;8;1296;0;;101;;5;5;2213;0;-2.65
18099;Garigny;219;1988.94;10;757;88;10;757;0;;88;;3;3;582;0;-1.98
18100;Genouilly;657;3460.74;33;1019;78;33;1019;0;;78;;9;2;2195;1.8;-0.49
18101;Germigny-l'Exempt;293;2853.57;13;950;73;13;950;0;;73;;2;4;1188;0.9;-0.94
18102;Givardon;300;2219.42;16;944;64;16;944;0;;64;;8;4;1354;0;0.22
18103;Graçay;1234;3172.14;58;1034;76;54;1011;5;1400;79;25;21;7;1238;2.4;-2.55
18104;Groises;129;1784.18;5;916;63;5;916;0;;63;;1;20;499;0;-0.5
18105;Gron;470;2678.65;19;1000;100;19;1000;0;;100;;4;7;1852;0.9;-0.21
18106;Grossouvre;264;1590.8;8;707;82;8;707;0;;82;;5;9;718;1.3;-0.86
18107;La Groutte;115;293.03;6;1432;115;6;1432;0;;115;;1;9;2793;0;-1.34
18108;La Guerche-sur-l'Aubois;3151;5357.83;121;1139;89;116;1138;5;1200;90;56;12;9;2216;1.7;-0.69
18109;Henrichemont;1721;2592.78;77;1042;78;73;1042;5;1528;78;75;15;11;317;0.9;-0.62
18110;Herry;958;4997.82;37;982;82;37;982;1;1358;82;81;14;10;399;1.9;-0.73
18111;Humbligny;175;2108.19;7;600;68;7;600;0;;68;;6;8;2580;2.4;-1.06
18112;Ids-Saint-Roch;295;2783.43;19;885;90;19;885;0;;90;;7;4;1176;1.9;-1.12
18113;Ignol;173;1798.59;6;1033;92;6;1033;0;;92;;3;2;2792;3.2;-0.56
18114;Ineuil;207;2748.67;12;1033;61;11;956;2;923;61;79;3;33;1970;0;-2.01
18115;Ivoy-le-Pré;771;9940.64;32;1000;81;31;1000;1;3088;83;34;8;5;791;0;-0.71
18116;Jalognes;264;2834.75;19;1211;94;19;1211;0;;94;;2;21;1080;1;-1.75
18117;Jars;481;3808.27;19;960;101;19;960;0;;101;;9;4;1520;3.5;-0.66
18118;Jouet-sur-l'Aubois;1303;1735.68;78;1207;81;77;1222;2;958;81;90;7;56;314;0.2;-0.72
18119;Jussy-Champagne;205;2775.54;7;1477;84;7;1477;0;;84;;0;;;0;1.36
18120;Jussy-le-Chaudrier;579;2561.19;24;901;80;22;901;2;750;84;42;5;5;1601;0.4;-1.08
18121;Lantan;96;1365.4;6;1041;72;6;1041;0;;72;;0;;;0;0.91
18122;Lapan;229;1064.04;9;1456;95;9;1456;0;;95;;4;9;1321;0;1.8
18124;Lazenay;276;3115.14;14;937;94;14;937;0;;94;;4;3;1253;1.3;-3.26
18125;Léré;1110;1612.25;60;1155;79;55;1132;5;2018;80;58;6;6;1147;2.1;-0.29
18126;Levet;1357;2599.52;50;1408;87;48;1408;2;3827;88;71;7;16;969;0.5;-0.36
18127;Lignières;1310;2197.14;54;900;82;53;900;4;1334;82;63;15;7;621;1;-0.52
18128;Limeux;166;1335.33;7;1363;92;7;1363;0;;92;;1;1;1940;1.3;1.11
18129;Lissay-Lochy;231;2253.93;8;1701;103;8;1701;0;;103;;0;;;2.5;0.15
18130;Loye-sur-Arnon;305;3463.68;19;958;75;19;958;0;;75;;4;2;1448;0;-0.38
18132;Lugny-Champagne;142;2950.65;6;908;84;6;908;0;;84;;5;5;2647;0;-0.47
18133;Lunery;1486;3287.33;48;1146;79;48;1146;0;;79;;16;4;1968;2.1;-0.21
18134;Lury-sur-Arnon;648;1386.52;24;939;75;24;939;0;;75;;14;8;1350;1.2;-0.27
18135;Maisonnais;227;2693.34;13;1123;83;12;1207;1;657;83;83;5;10;601;1.3;-0.78
18136;Marçais;308;2928.75;8;828;85;7;719;1;1364;90;55;4;8;2214;0;1.14
18137;Mareuil-sur-Arnon;487;2635.56;32;795;77;32;795;0;;77;;9;4;520;2.1;-2.26
18138;Marmagne;1963;3769;74;1728;95;71;1750;3;1518;96;75;15;4;1621;2.4;-0.41
18139;Marseilles-lès-Aubigny;645;987.84;18;1207;71;18;1207;0;;71;;6;10;562;0;-0.23
18140;Massay;1345;4802.96;65;1030;85;63;1038;2;886;85;70;19;5;1120;1.3;-0.59
18141;Mehun-sur-Yèvre;6380;2442.87;299;1415;81;286;1426;13;988;82;65;51;8;1104;2.6;-0.45
18142;Meillant;645;4156.17;24;1008;85;24;1008;0;;85;;8;6;361;2.1;-0.95
18143;Menetou-Couture;343;2988.95;16;971;108;16;971;1;970;108;67;4;75;404;0;-0.19
18144;Menetou-Râtel;456;2800.92;18;1104;104;18;1104;0;;104;;7;6;364;0.5;-1.01
18145;Menetou-Salon;1626;3817.22;54;1317;87;53;1350;2;907;87;68;15;10;2010;0.1;-0.04
18146;Ménétréol-sous-Sancerre;292;542.63;16;1108;72;15;1134;3;1025;73;80;8;8;228;0.8;-0.98
18147;Ménétréol-sur-Sauldre;202;5009.05;8;1389;72;8;1389;0;;72;;1;12;840;1.1;-1.61
18148;Méreau;2632;1878.24;76;1294;95;74;1267;2;1369;96;70;27;25;856;3.8;0.1
18149;Méry-ès-Bois;533;9146.01;21;1215;88;21;1215;0;;88;;3;2;7791;2.3;-1.13
18150;Méry-sur-Cher;690;2122.61;19;1179;122;19;1179;1;2963;122;54;11;5;2798;6.2;0.97
18151;Montigny;316;2912.93;20;972;79;20;972;0;;79;;22;9;931;0;-2.84
18152;Montlouis;111;1924.49;3;1529;85;3;1529;0;;85;;0;;;0;0
18153;Morlac;269;3326.06;12;1243;72;12;1243;0;;72;;4;4;1376;0;-3.05
18154;Mornay-Berry;177;942.29;7;1000;96;7;1000;0;;96;;4;4;5797;7.8;-1.68
18155;Mornay-sur-Allier;413;2215.13;16;1051;82;16;1051;0;;82;;5;3;4400;0.7;-0.43
18156;Morogues;424;3099.88;25;1280;86;25;1280;1;583;86;120;10;7;3440;0;-0.77
18157;Morthomiers;845;1473.89;27;1429;90;27;1429;0;;90;;9;45;727;0.3;1.17
18158;Moulins-sur-Yèvre;850;1536.24;25;1470;102;25;1470;0;;102;;8;10;3486;0.9;0.04
18159;Nançay;748;10614.11;35;1146;105;34;1188;3;1037;107;81;9;8;1450;3.5;-1.73
18160;Nérondes;1403;3418.9;49;969;80;49;969;3;657;80;85;7;5;1385;2.4;-0.91
18161;Neuilly-en-Dun;228;3020.29;11;950;72;11;950;0;;72;;6;2;1926;0;-0.51
18162;Neuilly-en-Sancerre;244;2623.24;10;1318;63;10;1318;0;;63;;5;2;857;2.2;-0.66
18163;Neuvy-Deux-Clochers;247;1674.88;15;1250;93;15;1250;1;1064;93;94;4;5;503;2.5;-1.94
18164;Neuvy-le-Barrois;147;4230.47;8;1564;94;8;1564;0;;94;;3;3;123;0;0.58
18165;Neuvy-sur-Barangeon;1126;6719.92;43;1402;82;42;1411;2;1123;82;83;6;8;1211;1.7;-1.19
18166;Nohant-en-Goût;548;2500.9;15;1581;90;15;1581;0;;90;;7;29;1113;0.4;-1.11
18167;Nohant-en-Graçay;289;2377.11;13;818;80;12;816;1;5850;90;20;8;3;1689;3.6;-0.67
18168;Le Noyer;246;2027.2;14;1164;96;14;1164;0;;96;;10;7;2555;3.4;1.18
18169;Nozières;235;1039.45;7;1600;92;7;1600;0;;92;;5;4;1369;0;1.26
18170;Oizon;664;6245.29;29;1250;76;28;1264;1;1143;78;63;8;9;2160;0.8;-0.25
18171;Orcenais;239;1886.35;8;1342;120;8;1342;0;;120;;1;41;243;0;-0.74
18172;Orval;1619;765.38;64;1055;77;60;1050;6;1117;78;41;14;10;1250;0.9;-1.71
18173;Osmery;264;2700.22;9;821;89;9;821;0;;89;;1;2;314;0;-1.94
18174;Osmoy;291;2299.81;6;2099;153;6;2099;0;;153;;1;39;1267;5.2;-0.24
18175;Ourouer-les-Bourdelins;603;2510.83;28;907;76;28;907;0;;76;;10;5;1748;0.9;-0.27
18176;Parassy;415;2666.31;15;1128;75;15;1128;0;;75;;10;5;1000;0.5;-0.52
18177;Parnay;49;1742.52;5;1231;92;5;1231;0;;92;;0;;;0;-4.28
18178;La Perche;205;1043.14;7;894;78;7;894;0;;78;;6;14;801;1.4;-1.4
